ANDERSON SERANGOOON JUNIOR COLLEGE
ANGLO-CHINESE JUNIOR COLLEGE
CATHOLIC JUNIOR COLLEGE
HWA CHONG INSTITUTION
TAMPINES MERIDIAN JUNIOR COLLEGE
MILLENNIA INSTITUTE
NANYANG JUNIOR COLLEGE
NATIONAL JUNIOR COLLEGE
JURONG PIONEER JUNIOR COLLEGE
ST. ANDREWS JUNIOR COLLEGE
TEMASEK JUNIOR COLLEGE
VICTORIA JUNIOR COLLEGE
YISHUN INNOVA JUNIOR COLLEGE
